Year,X,Y,Z
2018,355609.3234,4065328.522,237.1192322
2018,355708.2656,4065343.028,235.4564667
2018,355807.2078,4065357.535,236.6882324
2018,355906.15,4065372.041,241.2516174
2018,356005.0922,4065386.548,246.1572876
2018,356104.0344,4065401.054,250.960022
2018,356202.9766,4065415.561,256.3896484
2018,356301.9188,4065430.067,268.3386841
2018,356400.861,4065444.574,265.5556335
2018,356499.8032,4065459.081,268.7481384
2018,356598.7454,4065473.587,281.5882874
2018,356685.3524,4065486.285,284.9145508
2018,353991.3596,4064989.926,292.3009033
2018,354090.2997,4065004.447,263.8395386
2018,354189.2398,4065018.967,251.2362366
2018,354288.1799,4065033.488,248.6768951
2018,354387.1201,4065048.009,246.4875031
2018,354486.0602,4065062.529,239.8568878
2018,354585.0003,4065077.05,238.7038879
2018,354683.9404,4065091.571,238.5451355
2018,354782.8806,4065106.092,238.2378845
2018,354881.8207,4065120.612,237.9004364
2018,354980.7608,4065135.133,237.9066467
2018,355079.701,4065149.654,238.7466278
2018,355178.6411,4065164.174,239.1183319
2018,355277.5812,4065178.695,238.9795685
2018,355376.5213,4065193.216,238.4395142
2018,355475.4615,4065207.736,238.4175568
2018,355574.4016,4065222.257,238.3980255
2018,355673.3417,4065236.778,237.5614929
2018,355772.2819,4065251.299,235.0018921
2018,355871.222,4065265.819,239.3656769
2018,355970.1621,4065280.34,250.7251282
2018,356069.1022,4065294.861,246.0629578
2018,356168.0424,4065309.381,258.3740845
2018,356266.9825,4065323.902,257.5059509
2018,356365.9226,4065338.423,263.8190613
2018,356464.8628,4065352.944,273.0826111
2018,356563.8029,4065367.464,282.8917847
2018,356565.7605,4065367.752,282.9082642
2018,353988.7137,4064886.738,284
2018,354087.6388,4064901.361,269.9807129
2018,354186.5639,4064915.984,249.3287811
2018,354285.489,4064930.607,245.6353912
2018,354384.4141,4064945.229,242.9028473
2018,354483.3391,4064959.852,239.9649811
2018,354582.2642,4064974.475,239.384552
2018,354681.1893,4064989.098,239.2644653
2018,354780.1144,4065003.721,239.2325592
2018,354879.0395,4065018.344,239.2442474
2018,354977.9646,4065032.966,239.8707123
2018,355076.8897,4065047.589,240.0475311
2018,355175.8147,4065062.212,240.1572876
2018,355274.7398,4065076.835,239.8873596
2018,355373.6649,4065091.458,239.6902313
2018,355472.59,4065106.081,239.5887909
2018,355571.5151,4065120.703,239.3434906
2018,355670.4402,4065135.326,238.7257233
2018,355769.3653,4065149.949,235.44487
2018,355868.2904,4065164.572,237.7910461
2018,355967.2154,4065179.195,245.2884979
2018,356066.1405,4065193.818,259.3383179
2018,356165.0656,4065208.441,256.8890076
2018,356263.9907,4065223.063,255.4980469
2018,356362.9158,4065237.686,262.4786682
2018,356461.8409,4065252.309,277.7087402
2018,356560.766,4065266.932,281.2641907
2018,356594.8648,4065271.972,282.0817261
2018,353871.2385,4064771.38,338.8512573
2018,353970.1877,4064785.838,298.5994568
2018,354069.137,4064800.296,276.9812927
2018,354168.0862,4064814.755,257.5900879
2018,354267.0355,4064829.213,244.6309509
2018,354365.9847,4064843.672,241.9305573
2018,354464.934,4064858.13,240.3894196
2018,354563.8832,4064872.588,240.0197601
2018,354662.8325,4064887.047,239.9111938
2018,354761.7817,4064901.505,239.9572144
2018,354860.731,4064915.964,240.1781769
2018,354959.6802,4064930.422,240.6536713
2018,355058.6295,4064944.881,240.8343048
2018,355157.5787,4064959.339,240.8778992
2018,355256.528,4064973.797,240.5787811
2018,355355.4772,4064988.256,240.4251251
2018,355454.4265,4065002.714,240.3418579
2018,355553.3757,4065017.173,240.1635284
2018,355652.325,4065031.631,239.8808289
2018,355751.2742,4065046.089,237.2334595
2018,355850.2235,4065060.548,236.1183319
2018,355949.1727,4065075.006,239.1772766
2018,356048.122,4065089.465,261.8704529
2018,356147.0712,4065103.923,255.1950531
2018,356246.0205,4065118.382,261.0220947
2018,356344.9697,4065132.84,266.3837585
2018,356443.919,4065147.298,281.2342224
2018,356542.8682,4065161.757,278.0007935
2018,356641.8175,4065176.215,273.6968994
2018,356740.7667,4065190.674,275.5333862
2018,356839.716,4065205.132,279.1990356
2018,356938.6652,4065219.59,284.5080566
2018,356953.1113,4065221.701,284.4172668
2018,353929.4469,4064625.858,326.7087708
2018,354027.6982,4064644.478,276.8776245
2018,354125.9495,4064663.097,265.0993042
2018,354224.2008,4064681.717,249.6998749
2018,354322.452,4064700.336,242.9043427
2018,354420.7033,4064718.956,241.0014648
2018,354518.9546,4064737.575,240.6855316
2018,354617.2059,4064756.195,240.6539001
2018,354715.4572,4064774.814,240.7081299
2018,354813.7085,4064793.434,240.9478455
2018,354911.9597,4064812.053,241.2013702
2018,355010.211,4064830.673,241.41745
2018,355108.4623,4064849.292,241.4534302
2018,355206.7136,4064867.912,241.2966766
2018,355304.9649,4064886.531,241.0163727
2018,355403.2161,4064905.151,240.8363342
2018,355501.4674,4064923.77,240.7134552
2018,355599.7187,4064942.39,240.5098724
2018,355697.97,4064961.009,240.1750031
2018,355796.2213,4064979.629,237.0881042
2018,355894.4725,4064998.249,237
2018,355992.7238,4065016.868,241.1476593
2018,356090.9751,4065035.488,262.1665955
2018,356189.2264,4065054.107,256.194458
2018,356287.4777,4065072.727,261.201355
2018,356385.7289,4065091.346,268.7500916
2018,356483.9802,4065109.966,276.7132263
2018,356582.2315,4065128.585,270.2419739
2018,356680.4828,4065147.205,270.4569092
2018,356778.7341,4065165.824,276.7709656
2018,356876.9853,4065184.444,284.6543884
2018,356925.5946,4065193.655,284.9172363
2018,353960.6678,4064529.55,312.6709595
2018,354058.9185,4064548.173,268.612793
2018,354157.1691,4064566.796,259.5507507
2018,354255.4197,4064585.419,248.6615753
2018,354353.6704,4064604.042,242.667572
2018,354451.921,4064622.664,241.3496552
2018,354550.1716,4064641.287,241.1844177
2018,354648.4223,4064659.91,241.2014771
2018,354746.6729,4064678.533,241.3282776
2018,354844.9235,4064697.156,241.5052185
2018,354943.1742,4064715.779,241.7525787
2018,355041.4248,4064734.402,241.9480743
2018,355139.6754,4064753.025,242.0330048
2018,355237.9261,4064771.648,241.8777771
2018,355336.1767,4064790.271,241.5820465
2018,355434.4273,4064808.894,241.2925262
2018,355532.678,4064827.516,241.156189
2018,355630.9286,4064846.139,240.9884033
2018,355729.1792,4064864.762,240.6489258
2018,355827.4299,4064883.385,240.1979828
2018,355925.6805,4064902.008,237
2018,356023.9311,4064920.631,244.3994598
2018,356122.1818,4064939.254,269.4104309
2018,356220.4324,4064957.877,273.4558716
2018,356318.6831,4064976.5,261.0367737
2018,356416.9337,4064995.123,264.3183594
2018,356515.1843,4065013.746,274.0525208
2018,356613.435,4065032.369,272.1194458
2018,356711.6856,4065050.991,280.6586304
2018,356774.7818,4065062.951,285.1285706
2018,353959.6095,4064427.95,307.7293396
2018,354057.8668,4064446.537,270.5354614
2018,354156.1241,4064465.125,261.7310181
2018,354254.3814,4064483.713,254.2180328
2018,354352.6387,4064502.301,243.9562836
2018,354450.896,4064520.888,241.8873901
2018,354549.1533,4064539.476,241.6780243
2018,354647.4106,4064558.064,241.6582794
2018,354745.6679,4064576.651,241.788208
2018,354843.9252,4064595.239,242.0100555
2018,354942.1825,4064613.827,242.2164764
2018,355040.4398,4064632.414,242.4187012
2018,355138.6971,4064651.002,242.4312439
2018,355236.9544,4064669.59,242.2879181
2018,355335.2117,4064688.178,242.0357056
2018,355433.469,4064706.765,241.7442932
2018,355531.7263,4064725.353,241.5870209
2018,355629.9836,4064743.941,241.4757538
2018,355728.2409,4064762.528,241.4089661
2018,355826.4982,4064781.116,241.0111084
2018,355924.7555,4064799.704,238.4880219
2018,356023.0128,4064818.292,240.1684418
2018,356121.2701,4064836.879,258.8529663
2018,356219.5274,4064855.467,267.5458374
2018,356317.7847,4064874.055,267.9270935
2018,356416.042,4064892.642,272.3702087
2018,356514.2993,4064911.23,283.4518127
2018,356612.5566,4064929.818,284.4756165
2018,356710.8139,4064948.405,282.4064941
2018,356745.6776,4064955.001,283.6409912
2018,353992.9471,4064332.7,300
2018,354091.2023,4064351.298,264.7472229
2018,354189.4576,4064369.896,261.1135559
2018,354287.7129,4064388.495,254.5986786
2018,354385.9682,4064407.093,244.398941
2018,354484.2235,4064425.691,242.4308319
2018,354582.4788,4064444.29,242.1732025
2018,354680.7341,4064462.888,242.0797577
2018,354778.9894,4064481.486,242.2326202
2018,354877.2447,4064500.085,242.5258942
2018,354975.4999,4064518.683,242.8472137
2018,355073.7552,4064537.281,242.9158173
2018,355172.0105,4064555.88,242.737793
2018,355270.2658,4064574.478,242.5250092
2018,355368.5211,4064593.076,242.3304291
2018,355466.7764,4064611.675,242.113205
2018,355565.0317,4064630.273,241.9955139
2018,355663.287,4064648.871,241.9404297
2018,355761.5423,4064667.47,241.9552917
2018,355859.7975,4064686.068,240.4986267
2018,355958.0528,4064704.666,238
2018,356056.3081,4064723.265,240.6807098
2018,356154.5634,4064741.863,258.007019
2018,356252.8187,4064760.461,263.4167786
2018,356351.074,4064779.06,282.7603149
2018,356449.3293,4064797.658,281.7692566
2018,356547.5846,4064816.256,283.9226685
2018,356645.8399,4064834.855,282.7030945
2018,356744.0951,4064853.453,280.9191284
2018,356803.2246,4064864.645,281.0264282
2018,354021.3898,4064236.523,289.9719543
2018,354119.6481,4064255.106,259.4972534
2018,354217.9064,4064273.688,258.3482971
2018,354316.1646,4064292.271,252.094574
2018,354414.4229,4064310.854,245.623703
2018,354512.6812,4064329.436,243.1594391
2018,354610.9395,4064348.019,242.7217407
2018,354709.1977,4064366.601,242.4911499
2018,354807.456,4064385.184,242.5736847
2018,354905.7143,4064403.766,242.8612518
2018,355003.9725,4064422.349,243
2018,355102.2308,4064440.932,243.0498962
2018,355200.4891,4064459.514,243.0177307
2018,355298.7474,4064478.097,242.9171143
2018,355397.0056,4064496.679,242.8562317
2018,355495.2639,4064515.262,242.7415771
2018,355593.5222,4064533.844,242.6009827
2018,355691.7805,4064552.427,242.5639343
2018,355790.0387,4064571.009,242.6621704
2018,355888.297,4064589.592,240.9275665
2018,355986.5553,4064608.175,238.0411682
2018,356084.8136,4064626.757,241.7788239
2018,356183.0718,4064645.34,260.7691345
2018,356281.3301,4064663.922,277.51474
2018,356379.5884,4064682.505,270.9746399
2018,356477.8466,4064701.087,279.2796326
2018,356576.1049,4064719.67,275.6493225
2018,356674.3632,4064738.253,275.6793823
2018,356772.6215,4064756.835,274.9979248
2018,356870.8797,4064775.418,273.2230835
2018,356969.138,4064794,279.0163269
2018,357067.3963,4064812.583,282.4715271
2018,357104.8502,4064819.666,282.3190308
2018,353990.1689,4064125.927,288.9146423
2018,354088.3887,4064144.712,262.199585
2018,354186.6085,4064163.497,254.9149017
2018,354284.8283,4064182.282,251.3965302
2018,354383.048,4064201.067,248.0550537
2018,354481.2678,4064219.852,245.3904114
2018,354579.4876,4064238.637,243.6707764
2018,354677.7074,4064257.422,242.9971313
2018,354775.9272,4064276.207,242.8770905
2018,354874.147,4064294.992,242.9807281
2018,354972.3667,4064313.777,243.1701202
2018,355070.5865,4064332.562,243.3251038
2018,355168.8063,4064351.347,243.4205322
2018,355267.0261,4064370.132,243.378891
2018,355365.2459,4064388.917,243.3554535
2018,355463.4656,4064407.702,243.3040009
2018,355561.6854,4064426.487,243.2034302
2018,355659.9052,4064445.271,243.135498
2018,355758.125,4064464.056,243
2018,355856.3448,4064482.841,243
2018,355954.5645,4064501.626,240.3647308
